year	statenum	division	newlpc_prop	newlpc_viol	newlpc_murd	newefaprop	newefaviol	newefamurd
1989	14	3	3.891326	2.156712	-2.384729	.6562673	.2460072	.0670602
1990	14	3	3.903562	2.267415	-2.271071	.9146658	.3833668	.1394149
1991	14	3	3.928176	2.338791	-2.185962	1.176217	.5463098	.2463948
1992	14	3	3.863294	2.274155	-2.179946	1.437409	.7287399	.392641
1993	14	3	3.831635	2.251907	-2.18223	1.667681	.9187086	.566923
1994	14	3	3.829085	2.249155	-2.156962	1.862148	1.108544	.7482523
1995	14	3	3.782676	2.283684	-2.285939	2.028086	1.297485	.9481887
1996	14	3	3.769603	2.16517	-2.328704	2.169423	1.480875	1.136877
1997	14	3	3.732406	2.129364	-2.408597	2.296597	1.65732	1.321819
1998	14	3	3.682833	2.070399	-2.49934	2.416795	1.832171	1.501498
1999	14	3	3.625367	1.911909	-2.577326	2.51524	1.983732	1.657769
2000	14	3	3.577808	1.875975	-2.628476	2.614371	2.131482	1.811344
2001	14	3	3.5412	1.848604	-2.541302	2.713794	2.275543	1.960114
2002	14	3	3.532377	1.795035	-2.572303	2.808719	2.414034	2.106025
2003	14	3	3.492121	1.717403	-2.6474	2.903772	2.555764	2.256549
1960	15	3	2.68476	-.1695663	-3.13165			
1961	15	3	2.734766	-.1566909	-3.204185			
1962	15	3	2.836908	-.1222535	-3.344954			
1963	15	3	2.947024	.0041589	-3.608628			
1964	15	3	3.01266	.3013851	-3.497538			
1965	15	3	3.004773	.307646	-3.348179			
1966	15	3	3.070037	.3642874	-3.233789			
1967	15	3	3.179776	.4771765	-3.291296			
1968	15	3	3.297493	.6973598	-3.042561			
1969	15	3	3.359393	.6789501	-3.004128			
1970	15	3	3.481008	.8523515	-3.022138			
1971	15	3	3.493017	.9084564	-2.924723			
1972	15	3	3.452459	.8943186	-2.80448			
1973	15	3	3.542286	.9422009	-2.621653			
1974	15	3	3.693756	1.06994	-2.530288			
1975	15	3	3.813722	1.192225	-2.480772			
1976	15	3	3.75828	1.132289	-2.659886			
1977	15	3	3.661623	1.115432	-2.620005			
1978	15	3	3.674895	1.156175	-2.795932			
1979	15	3	3.734087	1.199423	-2.507924			
1980	15	3	3.812862	1.323832	-2.426666			
1981	15	3	3.734596	1.225841	-2.647934			
1982	15	3	3.721167	1.101062	-2.734536			
1983	15	3	3.654866	1.04818	-2.947452			
1984	15	3	3.597459	1.123106	-2.891164			
1985	15	3	3.592073	1.136732	-2.839869	.0564558	.0141856	.0013206
1986	15	3	3.577825	1.133132	-2.808067	.0856932	.022251	.0021661
1987	15	3	3.645825	1.199888	-2.880737	.1429026	.0419473	.0063984
1988	15	3	3.644706	1.350144	-2.730467	.2302092	.0744817	.0142602
1989	15	3	3.709682	1.414859	-2.750334	.3523812	.1265153	.0315896
1990	15	3	3.737449	1.553416	-2.782315	.4872676	.1947965	.064874
1991	15	3	3.76296	1.618903	-2.586072	.6525353	.2899743	.1216956
1992	15	3	3.730313	1.624072	-2.503861	.8208759	.396909	.1987178
1993	15	3	3.678318	1.582807	-2.591258	.9855806	.5146507	.294889
1994	15	3	3.698473	1.651266	-2.548604	1.144753	.6434715	.4065769
1995	15	3	3.706911	1.649428	-2.530261	1.277575	.7736914	.530767
1996	15	3	3.668073	1.669753	-2.643471	1.394336	.9038764	.6614348
1997	15	3	3.661267	1.62287	-2.628246	1.492117	1.028253	.7939731
1998	15	3	3.604456	1.444082	-2.581231	1.577228	1.14833	.918088
1999	15	3	3.506796	1.30361	-2.738274	1.650628	1.259309	1.036345
2000	15	3	3.525292	1.248448	-2.851091	1.717777	1.363843	1.145367
2001	15	3	3.541627	1.311037	-2.697132	1.78192	1.462527	1.248291
2002	15	3	3.524362	1.273283	-2.833916	1.846611	1.562018	1.353583
2003	15	3	3.513222	1.259995	-2.900353	1.906022	1.655274	1.45201
1960	16	4	2.398522	-1.435375	-5.088322			
1961	16	4	2.366942	-1.455391	-4.338017			
1962	16	4	2.423386	-1.593207	-4.485369			
1963	16	4	2.460058	-1.474133	-4.362916			
1964	16	4	2.583764	-1.00317	-4.362553			
1965	16	4	2.61584	-.9438366	-4.332924			
1966	16	4	2.766893	-.8220344	-4.16251			
1967	16	4	2.888421	-.5521251	-4.197202			
1968	16	4	3.012817	-.3983552	-4.067245			
1969	16	4	3.074935	-.3801206	-4.275597			
1970	16	4	3.188618	-.2317164	-3.95741			
1971	16	4	3.229582	-.0104712	-4.004429			
1972	16	4	3.204279	-.12706	-4.046654			
1973	16	4	3.320614	.0364422	-3.81674			
1974	16	4	3.489897	.1863714	-3.972222			
1975	16	4	3.625361	.3379128	-3.70316			
1976	16	4	3.656851	.2726433	-3.768836			
1977	16	4	3.603701	.3525226	-3.772443			
1978	16	4	3.634898	.4710931	-3.674612			
1979	16	4	3.714197	.5898176	-3.803491			
1980	16	4	3.814783	.6927978	-3.834153			
1981	16	4	3.805621	.7100318	-3.644482			
1982	16	4	3.685589	.5524018	-3.763692			
1983	16	4	3.63305	.60601	-3.742749			
1984	16	4	3.601572	.7042384	-3.880556			
1985	16	4	3.638321	.7691068	-3.940587	.0570434	.0145934	.0013929
1986	16	4	3.688469	.8758078	-4.002677	.0806023	.0211264	.0020818
1987	16	4	3.689788	.8621553	-3.847986	.1420433	.0440518	.0076335
1988	16	4	3.666215	.9667283	-4.075873	.2216836	.0743433	.0152029
1989	16	4	3.666296	1.004207	-3.937832	.3281989	.1232027	.0338311
1990	16	4	3.636368	1.095965	-3.941588	.4512483	.1894609	.0698142
1991	16	4	3.644707	1.10859	-3.893471	.5835057	.2713756	.1238097
1992	16	4	3.603006	1.020003	-4.159735	.7098464	.3579377	.1936835
1993	16	4	3.55319	1.172	-3.760838	.8390498	.4554566	.2784523
1994	16	4	3.500755	1.140042	-4.105188	.9497702	.5528378	.3663784
1995	16	4	3.614786	1.256264	-4.029326	1.058198	.6573974	.4668306
1996	16	4	3.509636	.9926085	-3.995254	1.152776	.7591178	.5660374
1997	16	4	3.543387	1.117756	-4.018155	1.249444	.8635363	.6672117
1998	16	4	3.448143	1.122147	-3.984472	1.346014	.9695551	.7674387
1999	16	4	3.365541	1.01291	-4.217328	1.437083	1.070224	.863245
2000	16	4	3.38953	.9791426	-4.153582	1.527507	1.171747	.95852
2001	16	4	3.40897	.9868765	-4.071278	1.615499	1.275841	1.061558
2002	16	4	3.454645	1.050171	-4.200197	1.701767	1.381653	1.166199
2003	16	4	3.38887	1.002857	-4.136689	1.773423	1.482166	1.274096
1960	17	4	2.590725	-.5401096	-3.529572			
1961	17	4	2.603208	-.5468311	-3.989436			
1962	17	4	2.703528	-.4124369	-3.56707			
1963	17	4	2.7507	-.1912927	-3.660859			
1964	17	4	2.929412	.1525326	-3.382807			
1965	17	4	2.948154	.0809489	-3.604592			
1966	17	4	3.013282	.1346104	-3.339504			
1967	17	4	3.184086	.3909466	-3.195038			
1968	17	4	3.286298	.4464315	-3.249112			
1969	17	4	3.428853	.5493408	-3.317995			
1970	17	4	3.538276	.7070246	-3.045444			
1971	17	4	3.495714	.7681164	-2.972241			
1972	17	4	3.464905	.7416445	-3.210655			
1973	17	4	3.501286	.782758	-2.805615			
1974	17	4	3.695106	1.016536	-2.671069			
1975	17	4	3.793727	1.017231	-2.928163			
1976	17	4	3.809632	1.04291	-3.096709			
1977	17	4	3.752748	1.133068	-2.719163			
1978	17	4	3.749097	1.162736	-2.865699			
1979	17	4	3.823666	1.27057	-2.895022			
1980	17	4	3.903886	1.353235	-2.67649			
1981	17	4	3.917355	1.305161	-2.759611			
1982	17	4	3.834965	1.214412	-2.856471			
1983	17	4	3.742347	1.187346	-2.869694			
1984	17	4	3.695894	1.212195	-3.304574			
1985	17	4	3.70297	1.278338	-2.998788	.0844691	.0215956	.0020593
1986	17	4	3.807933	1.316665	-3.114593	.1186639	.0313125	.0031121
1987	17	4	3.828651	1.295445	-3.10147	.2024494	.0630753	.010938
1988	17	4	3.820023	1.305432	-3.366076	.3134042	.1065192	.0221674
1989	17	4	3.84083	1.404488	-2.885873	.4678693	.1785418	.0498152
1990	17	4	3.85824	1.497512	-3.23159	.6333864	.2708644	.1016446
1991	17	4	3.91745	1.607145	-2.793097	.8137436	.3880306	.1818889
1992	17	4	3.869382	1.627132	-2.819641	.9657664	.5036559	.2831389
1993	17	4	3.791911	1.592178	-2.765008	1.100313	.6243697	.4009963
1994	17	4	3.77476	1.478053	-2.719945	1.200628	.7383987	.5184469
1995	17	4	3.785182	1.422906	-2.79475	1.288085	.8536652	.6429096
1996	17	4	3.737312	1.403715	-2.73305	1.361117	.9619575	.7575817
1997	17	4	3.83955	1.442535	-2.866114	1.427239	1.066736	.8698401
1998	17	4	3.784597	1.416796	-2.733015	1.488536	1.16904	.9734207
1999	17	4	3.693633	1.333164	-2.817778	1.525458	1.251486	1.067574
2000	17	4	3.692133	1.357988	-2.768383	1.559851	1.326676	1.151699
2001	17	4	3.665353	1.39588	-3.379675	1.586344	1.393003	1.232409
2002	17	4	3.614804	1.32721	-3.549063	1.612858	1.458914	1.308457
2003	17	4	3.68691	1.374467	-3.097961	1.642316	1.522448	1.381746
1960	18	6	2.410845	-.0280112	-2.696932			
1961	18	6	2.409997	-.0493306	-2.720903			
1962	18	6	2.514822	-.0384026	-2.729055			
1963	18	6	2.598758	-.0831429	-2.890372			
1964	18	6	2.699319	.1080415	-2.948602			
1965	18	6	2.707498	.0979125	-2.928014			
1966	18	6	2.788137	.2864898	-2.647033			
1967	18	6	2.847721	.3461532	-2.624038			
1968	18	6	2.915509	.5093222	-2.406382			
1969	18	6	2.999851	.5858043	-2.25317			
1970	18	6	3.118306	.7984888	-2.199622			
1971	18	6	3.107118	.8500934	-2.220555			
1972	18	6	2.988624	.802986	-2.334794			
1973	18	6	3.00941	.7802998	-2.34532			
1974	18	6	3.21158	.8328424	-2.286993			
1975	18	6	3.380392	.9500397	-2.307722			
1976	18	6	3.383582	.9346917	-2.277199			
1977	18	6	3.292039	.815421	-2.326283			
1978	18	6	3.300644	.7713196	-2.435714			
1979	18	6	3.347556	.8763459	-2.386104			
1980	18	6	3.449164	.9746435	-2.43493			
1981	18	6	3.476216	1.060461	-2.477955			
1982	18	6	3.477826	1.142837	-2.339486			
1983	18	6	3.443312	1.175312	-2.317442			
1984	18	6	3.296095	1.02911	-2.71769			
1985	18	6	3.282392	1.125275	-2.669511	.0453562	.0112954	.0010382
1986	18	6	3.32785	1.218053	-2.699359	.0687571	.0178715	.0017421
1987	18	6	3.390133	1.229006	-2.576783	.119944	.0360301	.005828
1988	18	6	3.344953	1.205385	-2.776946	.1783133	.0575512	.0109141
1989	18	6	3.401277	1.285734	-2.529763	.2814264	.1029425	.0267941
1990	18	6	3.368048	1.359533	-2.638529	.3834674	.1552016	.0530649
1991	18	6	3.371756	1.474482	-2.688715	.5095842	.2292984	.0976255
1992	18	6	3.32515	1.675196	-2.858349	.6390308	.313443	.1601374
1993	18	6	3.325033	1.525706	-2.72851	.7553322	.402575	.2355644
1994	18	6	3.359213	1.484848	-2.758423	.8646448	.497359	.3215775
1995	18	6	3.389773	1.286937	-2.645102	.94773	.5898237	.4177527
1996	18	6	3.339323	1.155587	-2.844383	1.020594	.681055	.5103651
1997	18	6	3.324423	1.142156	-2.85282	1.077984	.7651699	.6063727
1998	18	6	3.315306	1.17529	-2.82233	1.127125	.8461413	.6909776
1999	18	6	3.260951	1.111622	-2.985347	1.1664	.9165685	.768347
2000	18	6	3.281095	1.078322	-3.043533	1.205179	.9860829	.8419342
2001	18	6	3.28826	.9433129	-3.058579	1.244409	1.047634	.9057127
2002	18	6	3.279038	.9984939	-3.064023	1.291647	1.113185	.9734778
2003	18	6	3.28886	.9620007	-3.086727	1.336808	1.176913	1.037275
1960	19	7	2.595827	.4257087	-2.49106			
1961	19	7	2.42679	.3158783	-2.745872			
1962	19	7	2.476074	.3120465	-2.699121			
1963	19	7	2.640452	.5405253	-2.665158			
1964	19	7	2.788245	.7284986	-2.485487			
1965	19	7	2.763285	.7194014	-2.506886			
1966	19	7	2.968158	.8951102	-2.302585			
1967	19	7	3.073422	1.034018	-2.351515			
1968	19	7	3.122889	1.181405	-2.320225			
1969	19	7	3.208867	1.315899	-2.319022			
1970	19	7	3.367745	1.418985	-2.146573			
1971	19	7	3.407461	1.410658	-2.205203			
1972	19	7	3.376696	1.429568	-2.036168			
1973	19	7	3.38716	1.441901	-1.874942			
1974	19	7	3.494852	1.538582	-1.84446			
1975	19	7	3.571157	1.540547	-2.097646			
1976	19	7	3.632404	1.525408	-2.055087			
1977	19	7	3.658574	1.634271	-1.88584			
1978	19	7	3.713891	1.740729	-1.873297			
1979	19	7	3.819041	1.884151	-1.802857			
1980	19	7	3.863262	1.888988	-1.854571			
1981	19	7	3.840062	1.858661	-1.850734			
1982	19	7	3.83991	1.90288	-1.830311			
1983	19	7	3.790592	1.867398	-1.944163			
1984	19	7	3.805432	1.927816	-2.035098			
1985	19	7	3.901941	1.954017	-2.202939	.0235764	.0057504	.0005125
1986	19	7	3.995144	2.046942	-2.036561	.0404846	.0101153	.0009341
1987	19	7	3.973978	1.962444	-2.170009	.0656006	.0179744	.0022889
1988	19	7	3.95076	2.000642	-2.125452	.111078	.0336769	.0056133
1989	19	7	4.029847	2.086291	-1.873778	.1692864	.0558675	.0117959
1990	19	7	4.022879	2.195122	-1.763162	.2531852	.09241	.0257337
1991	19	7	4.002197	2.25208	-1.776194	.3649263	.1461699	.0510024
1992	19	7	4.017123	2.285647	-1.748677	.4807526	.2089958	.0877133
1993	19	7	4.052857	2.35748	-1.597103	.6216881	.2925793	.1429034
1994	19	7	4.033651	2.27682	-1.625082	.7581828	.3840199	.2116721
1995	19	7	4.029098	2.301516	-1.777875	.9005435	.4884201	.2950406
1996	19	7	4.068233	2.218124	-1.753158	1.042321	.6018356	.3932245
1997	19	7	4.008419	2.131216	-1.869108	1.173112	.7204747	.4996058
1998	19	7	3.957633	2.037304	-2.07055	1.292348	.8418694	.6147242
1999	19	7	3.894741	1.971436	-2.254618	1.390852	.9603077	.7361599
2000	19	7	3.858827	1.918451	-2.077125	1.470195	1.071023	.8514255
2001	19	7	3.839449	1.926933	-2.187762	1.532379	1.173973	.9671116
2002	19	7	3.793528	1.891848	-2.021523	1.584958	1.270864	1.073443
2003	19	7	3.773245	1.866763	-2.037104	1.624661	1.356891	1.17169
1960	20	1	2.443728	-1.216011	-4.109849			
1961	20	1	2.37759	-1.091602	-4.130154			
1962	20	1	2.458918	-1.27772	-4.26268			
1963	20	1	2.424366	-1.177146	-3.956292			
1964	20	1	2.599365	-.674194	-4.19268			
1965	20	1	2.614911	-.8248176	-3.860228			
1966	20	1	2.60687	-.7205461	-3.815712			
1967	20	1	2.715328	-.4804162	-5.525453			
1968	20	1	2.768241	-.4512668	-3.534441			
1969	20	1	2.912307	-.3025774	-4.127134			
1970	20	1	2.980909	-.1136125	-4.193407			
1971	20	1	3.090614	-.1173055	-3.927296			
1972	20	1	3.20551	.0999393	-2.934139			
1973	20	1	3.286203	.1848796	-3.861356			
1974	20	1	3.533187	.3072802	-3.563921			
1975	20	1	3.60951	.7737684	-3.576079			
1976	20	1	3.637328	.7713963	-3.625179			
1977	20	1	3.63386	.7926204	-3.748216			
1978	20	1	3.650954	.7104486	-3.614125			
1979	20	1	3.691715	.6823431	-3.589382			
1980	20	1	3.728668	.6566737	-3.561454			
1981	20	1	3.699823	.6699027	-3.449134			
1982	20	1	3.606789	.4854475	-3.857817			
1983	20	1	3.562559	.4685639	-3.864907			
1984	20	1	3.517475	.4607583	-4.056673			
1985	20	1	3.557465	.5168815	-3.726499	.0617258	.0159467	.0015421
1986	20	1	3.504114	.3886952	-3.929373	.085035	.0222895	.0021966
1987	20	1	3.522542	.4217313	-3.675941	.1699405	.0533704	.0097063
1988	20	1	3.534111	.4552843	-3.482354	.2532897	.0844144	.0172803
1989	20	1	3.541609	.3175911	-3.443012	.3780424	.1416923	.0396506
1990	20	1	3.567724	.3563347	-3.714969	.5167518	.2153841	.0808871
1991	20	1	3.591683	.2764387	-4.41246	.6616729	.3026123	.1380881
1992	20	1	3.521378	.2660465	-4.07714	.8456735	.4129299	.2168305
1993	20	1	3.407881	.2264368	-4.128989	1.002817	.5238004	.3069732
1994	20	1	3.445562	.2595993	-3.792807	1.178139	.6583242	.4116239
1995	20	1	3.449027	.2712794	-3.906793	1.347994	.8031561	.5426104
1996	20	1	3.482263	.2177972	-3.911271	1.497636	.9475826	.67337
1997	20	1	3.394608	.1785096	-3.915835	1.637144	1.092893	.817285
1998	20	1	3.360324	.218106	-3.880077	1.756169	1.240509	.9653641
1999	20	1	3.307873	.102825	-3.92538	1.853574	1.372481	1.100087
2000	20	1	3.221008	.0895058	-4.444526	1.932711	1.498292	1.243379
2001	20	1	3.249135	.108439	-4.269413	1.994465	1.616498	1.372493
2002	20	1	3.235421	.072979	-4.52933	2.043702	1.72533	1.498854
2003	20	1	3.19875	.0826443	-4.404587	2.083706	1.826146	1.615835
1960	21	5	2.716516	.4100589	-2.919378			
1961	21	5	2.797657	.4455816	-3.100533			
1962	21	5	2.832113	.4096447	-2.880916			
1963	21	5	2.957335	.4448448	-2.794686			
1964	21	5	3.059962	.7572023	-2.724508			
1965	21	5	3.185802	1.024846	-2.724857			
1966	21	5	3.328389	1.112142	-2.677402			
1967	21	5	3.516795	1.536177	-2.551203			
1968	21	5	3.662694	1.814009	-2.388763			
1969	21	5	3.643738	1.837533	-2.40256			
1970	21	5	3.692518	1.832078	-2.383196			
1971	21	5	3.727787	1.822275	-2.191597			
1972	21	5	3.678937	1.869316	-2.07981			
1973	21	5	3.718915	1.851174	-2.187021			
1974	21	5	3.892093	1.966755	-2.147454			
1975	21	5	3.940824	1.949814	-2.2483			
1976	21	5	3.916619	1.84439	-2.467362			
1977	21	5	3.905895	1.929636	-2.527432			
1978	21	5	3.918455	1.980898	-2.515882			
1979	21	5	3.997065	2.063742	-2.33438			
1980	21	5	4.048177	2.134486	-2.360439			
1981	21	5	4.037671	2.182593	-2.314839			
1982	21	5	3.939782	2.135914	-2.293965			
1983	21	5	3.815527	2.086067	-2.464103			
1984	21	5	3.785513	2.06598	-2.512132			
1985	21	5	3.810331	2.116979	-2.540123	.213903	.054078	.005078
1986	21	5	3.859324	2.114516	-2.414968	.3021185	.0789205	.0077433
1987	21	5	3.845513	2.031651	-2.348654	.5304661	.164147	.0281065
1988	21	5	3.888396	2.084868	-2.339298	.7945219	.2657957	.0537255
1989	21	5	3.844605	2.139318	-2.16216	1.193718	.4498858	.1235933
1990	21	5	3.890345	2.214257	-2.162775	1.659702	.6978142	.255083
1991	21	5	3.959826	2.256176	-2.146484	2.13469	.9953671	.4511348
1992	21	5	3.952816	2.299561	-2.111507	2.596717	1.323457	.7182176
1993	21	5	3.932144	2.29898	-2.062666	2.980825	1.65692	1.032827
1994	21	5	3.942939	2.245785	-2.160492	3.302666	1.988021	1.357782
1995	21	5	3.966239	2.283804	-2.140862	3.582198	2.318841	1.713027
1996	21	5	3.929982	2.223441	-2.162616	3.810988	2.634356	2.038743
1997	21	5	3.860194	2.123731	-2.329574	4.011192	2.939271	2.36392
1998	21	5	3.808468	2.061687	-2.316996	4.174904	3.232994	2.676583
1999	21	5	3.716067	1.990194	-2.424804	4.293594	3.477275	2.94685
2000	21	5	3.693396	2.059738	-2.513846	4.386612	3.695295	3.201593
2001	21	5	3.708821	2.057177	-2.490022	4.463399	3.892164	3.430212
2002	21	5	3.686321	2.043966	-2.36154	4.538233	4.076411	3.643615
2003	21	5	3.637348	1.950869	-2.351341	4.622101	4.262699	3.855281
1960	22	1	2.457649	-.7198573	-4.244627			
1961	22	1	2.648823	-.6309346	-4.216256			
1962	22	1	2.732513	-.4953653	-4.01458			
1963	22	1	2.785348	-.4364415	-3.968609			
1964	22	1	2.925204	-.1781453	-3.949044			
1965	22	1	2.978731	-.0430813	-3.753055			
1966	22	1	3.044875	.113619	-3.766817			
1967	22	1	3.127504	.2125767	-3.592497			
1968	22	1	3.335897	.4618717	-3.397289			
1969	22	1	3.460751	.5977662	-3.387137			
1970	22	1	3.567682	.7074282	-3.363116			
1971	22	1	3.712612	.9819258	-3.261165			
1972	22	1	3.64532	1.08727	-3.288107			
1973	22	1	3.736626	1.264598	-3.117184			
1974	22	1	3.915442	1.362226	-3.115865			
1975	22	1	4.043755	1.499555	-3.169365			
1976	22	1	4.004303	1.395622	-3.387996			
1977	22	1	3.916363	1.455316	-3.473117			
1978	22	1	3.895985	1.536808	-3.279321			
1979	22	1	3.991827	1.675452	-3.29835			
1980	22	1	4.000197	1.790818	-3.209535			
1981	22	1	3.952764	1.838629	-3.313092			
1982	22	1	3.900096	1.744563	-3.271567			
1983	22	1	3.786277	1.74672	-3.352305			
1984	22	1	3.697591	1.648329	-3.32076			
1985	22	1	3.732287	1.673022	-3.371169	.1669611	.0424857	.0040255
1986	22	1	3.71761	1.705095	-3.345623	.2346657	.0613625	.0060285
1987	22	1	3.716697	1.717423	-3.535365	.4249434	.1325822	.0232872
1988	22	1	3.759253	1.805492	-3.358635	.6381361	.2134389	.0433583
1989	22	1	3.78078	1.892341	-3.164757	.9558602	.3601243	.0998958
1990	22	1	3.819214	1.995459	-3.210219	1.317761	.5541877	.2051032
1991	22	1	3.821902	1.992488	-3.185136	1.693973	.7881858	.3591064
1992	22	1	3.738215	2.047789	-3.338312	2.064303	1.044744	.5660062
1993	22	1	3.702841	2.077552	-3.258521	2.403411	1.319442	.8124242
1994	22	1	3.610954	1.947837	-3.349288	2.704604	1.599613	1.069719
1995	22	1	3.587487	1.916376	-3.342918	2.965517	1.883454	1.362474
1996	22	1	3.449852	1.845406	-3.672788	3.192786	2.162967	1.641807
1997	22	1	3.393972	1.845302	-3.957375	3.377768	2.427146	1.924483
1998	22	1	3.317286	1.806557	-3.923543	3.52808	2.680278	2.196254
1999	22	1	3.277308	1.683738	-3.947033	3.647249	2.895408	2.433941
2000	22	1	3.236622	1.558472	-3.929804	3.750313	3.094699	2.656055
2001	22	1	3.262886	1.564994	-3.786603	3.851414	3.284319	2.86369
2002	22	1	3.264235	1.580139	-3.612721	3.951738	3.466054	3.061656
2003	22	1	3.240502	1.548236	-3.811402	4.058567	3.648376	3.255722
1960	23	3	3.193805	.7767381	-3.099761			
1961	23	3	3.22042	.7373235	-3.186834			
1962	23	3	3.247447	.8252121	-3.362015			
1963	23	3	3.320843	.8299155	-3.348974			
1964	23	3	3.365973	.9492342	-3.361329			
1965	23	3	3.391498	1.073899	-3.095961			
1966	23	3	3.502998	1.183775	-3.020954			
1967	23	3	3.598264	1.353012	-2.735063			
1968	23	3	3.62776	1.455916	-2.564834			
1969	23	3	3.75988	1.61269	-2.433955			
1970	23	3	3.897527	1.749582	-2.369133			
1971	23	3	3.942294	1.751048	-2.254102			
1972	23	3	3.878795	1.720052	-2.201436			
1973	23	3	3.888934	1.762951	-2.114182			
1974	23	3	4.068625	1.884032	-2.03961			
1975	23	3	4.117571	1.929614	-2.127713			
1976	23	3	4.063218	1.862901	-2.197576			
1977	23	3	3.951869	1.761397	-2.375054			
1978	23	3	3.91227	1.749914	-2.249532			
1979	23	3	4.006965	1.808886	-2.407902			
1980	23	3	4.097433	1.852551	-2.287099			
1981	23	3	4.128195	1.858308	-2.369873			
1982	23	3	4.114765	1.881163	-2.399894			
1983	23	3	4.056013	1.971763	-2.296827			
1984	23	3	4.062557	2.031098	-2.331675			
1985	23	3	4.03237	1.994749	-2.187826	.1053593	.0269843	.0025794
1986	23	3	4.042751	2.086195	-2.179823	.1483189	.0387579	.0038044
1987	23	3	4.040312	2.055653	-2.100948	.2808689	.0889737	.0162817
1988	23	3	3.987164	2.012659	-2.212198	.4129655	.1383821	.028278
1989	23	3	3.964684	1.961032	-2.232004	.6188834	.234681	.0666704
1990	23	3	3.950366	2.065619	-2.26066	.8462307	.3568427	.1350977
1991	23	3	3.973413	2.079819	-2.231797	1.09642	.5084096	.2331779
1992	23	3	3.87516	2.03687	-2.313091	1.34229	.6706394	.3622232
1993	23	3	3.835277	2.062263	-2.324856	1.586666	.854586	.5181511
1994	23	3	3.835029	2.025515	-2.337329	1.815874	1.046613	.6822492
1995	23	3	3.792306	1.915124	-2.482864	2.037536	1.251221	.8786117
1996	23	3	3.785678	1.831917	-2.603884	2.243415	1.457446	1.067745
1997	23	3	3.763868	1.77131	-2.559059	2.439524	1.667619	1.272726
1998	23	3	3.70113	1.822742	-2.614379	2.62217	1.881657	1.47861
1999	23	3	3.620954	1.74569	-2.656087	2.775464	2.072509	1.673732
2000	23	3	3.569124	1.712035	-2.700156	2.913952	2.262727	1.870236
2001	23	3	3.561578	1.711957	-2.700553	3.033221	2.444633	2.065395
2002	23	3	3.507484	1.687809	-2.695434	3.145098	2.621611	2.255561
2003	23	3	3.489383	1.63126	-2.793674	3.238163	2.786208	2.438479
1960	24	4	2.65281	-.8699366	-4.401187			
1961	24	4	2.644907	-.8353617	-4.625549			
1962	24	4	2.696464	-.7412544	-4.667718			
1963	24	4	2.78862	-.5769703	-4.455764			
1964	24	4	2.947319	-.3133026	-4.245128			
1965	24	4	2.946825	-.1557295	-4.274441			
1966	24	4	3.047743	.0202525	-3.823952			
1967	24	4	3.181963	.2561009	-4.144502			
1968	24	4	3.324906	.3222518	-3.822449			
1969	24	4	3.363628	.3349124	-3.997536			
1970	24	4	3.417105	.4181438	-3.926873			
1971	24	4	3.528309	.4416139	-3.702857			
1972	24	4	3.466092	.5634393	-3.707067			
1973	24	4	3.515852	.577045	-3.593164			
1974	24	4	3.620644	.7322245	-3.499053			
1975	24	4	3.709893	.7256666	-3.417222			
1976	24	4	3.723873	.6364107	-3.763392			
1977	24	4	3.694481	.6582376	-3.627948			
1978	24	4	3.675601	.6381575	-3.903428			
1979	24	4	3.733326	.7954252	-3.773951			
1980	24	4	3.816634	.8172976	-3.651642			
1981	24	4	3.803193	.820891	-3.878947			
1982	24	4	3.746432	.7854614	-3.772507			
1983	24	4	3.649541	.6469539	-4.094696			
1984	24	4	3.592859	.7500155	-4.028654			
1985	24	4	3.659935	.9436589	-3.861758	.0695931	.0178112	.0017009
1986	24	4	3.710193	1.047832	-3.69012	.0974531	.0254961	.0025065
1987	24	4	3.770802	1.051276	-3.632672	.177717	.0556408	.0098756
1988	24	4	3.697313	1.067205	-3.545197	.2695188	.0905262	.0185573
1989	24	4	3.715772	1.062214	-3.665652	.3996958	.1508192	.0420678
1990	24	4	3.742059	1.115361	-3.624878	.5499207	.2318988	.0866676
1991	24	4	3.730956	1.148638	-3.523406	.7085091	.3299216	.1512919
1992	24	4	3.746664	1.214512	-3.400213	.8631437	.4355774	.2363166
1993	24	4	3.694946	1.255278	-3.380765	1.010121	.5510747	.3383285
1994	24	4	3.67491	1.268794	-3.445627	1.14317	.6704627	.4450786
1995	24	4	3.712753	1.259202	-3.242803	1.264529	.7935979	.5676721
1996	24	4	3.707775	1.208582	-3.34005	1.374263	.9162639	.6870704
1997	24	4	3.691345	1.200758	-3.608902	1.471856	1.036142	.8090994
1998	24	4	3.602147	1.113444	-3.683371	1.558525	1.154626	.9297416
1999	24	4	3.483314	.9876581	-3.593724	1.627629	1.257228	1.038961
2000	24	4	3.465216	1.029511	-3.486575	1.692292	1.356093	1.144041
2001	24	4	3.499657	.9694744	-3.735199	1.754526	1.452413	1.246436
2002	24	4	3.485583	.9829005	-3.803698	1.817202	1.546942	1.345593
2003	24	4	3.438447	.9646707	-3.677916	1.878293	1.639778	1.443105
1960	25	6	1.793362	.0244467	-2.303502			
1961	25	6	1.843725	.0303595	-2.265214			
1962	25	6	1.888838	-.0759273	-2.615703			
1963	25	6	1.766259	-.2322086	-2.616149			
1964	25	6	2.071489	.6084454	-2.263639			
1965	25	6	2.121083	.5643115	-2.384187			
